Meal,Category,Area,Instructions,MealThumb,Source,Ingredients
Chicken Marengo,Chicken,French,"Heat the oil in a large flameproof casserole dish and stir-fry the mushrooms until they start to soften. Add the chicken legs and cook briefly on each side to colour them a little.
Pour in the passata, crumble in the stock cube and stir in the olives. Season with black pepper – you shouldn’t need salt. Cover and simmer for 40 mins until the chicken is tender. Sprinkle with parsley and serve with pasta and a salad, or mash and green veg, if you like.",https://www.themealdb.com/images/media/meals/qpxvuq1511798906.jpg,https://www.bbcgoodfood.com/recipes/3146682/chicken-marengo,"1 tbs Olive Oil, 300g Mushrooms, 4 Chicken Legs, 500g Passata, 1 Chicken Stock Cube, 100g  Black Olives, Chopped Parsley,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Provençal Omelette Cake,Vegetarian,French,"Break the eggs into two bowls, five in each. Whisk lightly and season with salt and pepper. Heat the oil in a pan, add the courgettes and spring onions, then fry gently for about 10 mins until softened. Cool, then stir into one bowl of eggs with a little salt and pepper. Add the roasted peppers to the other bowl of eggs with the garlic, chilli, salt and pepper.
Heat a little oil in a 20-23cm frying pan, preferably non-stick. Pour the eggs with courgette into a measuring jug, then pourabout one-third of the mixture into the pan, swirling it to cover the base of the pan. Cook until the egg is set and lightly browned underneath, then cover the pan with a plate and invert the omelette onto it. Slide it back into the pan to cook the other side. Repeat with the remaining mix to make two more omelettes, adding a little oil to the pan each time. Stack the omelettes onto a plate. Make three omelettes in the same way with the red pepper mixture, then stack them on a separate plate.
Now make the filling. Beat the cheese to soften it, then beat in the milk to make a spreadable consistency. Stir in the herbs, salt and pepper. Line a deep, 20-23cm round cake tin with cling film (use a tin the same size as the frying pan). Select the best red pepper omelette and place in the tin, prettiest side down. Spread with a thin layer of cheese filling, then cover with a courgette omelette. Repeat, alternating the layers, until all the omelettes and filling are in the tin, finishing with an omelette. Flip the cling film over the omelette, then chill for up to 24 hrs.
To serve, invert the omelette cake onto a serving plate and peel off the cling film. Pile rocket on the top and scatter over the cheese, a drizzle of olive oil and a little freshly ground black pepper. Serve cut into wedges.",https://www.themealdb.com/images/media/meals/qwtrtp1511799242.jpg,https://www.bbcgoodfood.com/recipes/6428/provenal-omelette-cake,"10 Eggs, 1 tbs Olive Oil, 2 finely chopped Courgettes, 3 finely chopped Spring Onions, 4 Red Pepper, 1 clove peeled crushed Garlic Clove, 1 Red Chilli, 300g Cream Cheese, 6 tblsp Milk, 4 tbs Chives, 2 tbs Basil, to serve Rocket, to serve Parmesan,  ,  ,  ,  ,  ,  ,  "
Prawn & Fennel Bisque,Side,French,"Shell the prawns, then fry the shells in the oil in a large pan for about 5 mins. Add the onion, fennel and carrots and cook for about 10 mins until the veg start to soften. Pour in the wine and brandy, bubble hard for about 1 min to drive off the alcohol, then add the tomatoes, stock and paprika. Cover and simmer for 30 mins. Meanwhile, chop the prawns.
Blitz the soup as finely as you can with a stick blender or food processor, then press through a sieve into a bowl. Spend a bit of time really working the mixture through the sieve as this will give the soup its velvety texture.
Tip back into a clean pan, add the prawns and cook for 10 mins, then blitz again until smooth. You can make and chill this a day ahead or freeze it for 1 month. Thaw ovenight in the fridge. To serve, gently reheat in a pan with the cream. If garnishing, cook the 8 prawns in a little butter. Spoon into small bowls and top with the prawns and snipped fennel fronds.",https://www.themealdb.com/images/media/meals/rtwwvv1511799504.jpg,https://www.bbcgoodfood.com/recipes/71600/prawn-and-fennel-bisque,"450g Tiger Prawns, 4 tbs Olive Oil, 1 large Onion, 1 large Fennel, 2 chopped Carrots, 150ml Dry White Wine, 1 tbs Brandy, 400g Chopped Tomatoes, 1L Fish Stock, 2 pinches Paprika, 150ml Double Cream, 8 Prawns,  ,  ,  ,  ,  ,  ,  ,  "
Canadian Butter Tarts,Desert,Canadian,"Preheat the oven to fan 170C/ conventional 190C/gas 5. Roll out the pastry on a lightly floured surface so it’s slightly thinner than straight from the pack. Then cut out 18-20 rounds with a 7.5cm fluted cutter, re-rolling the trimmings. Use the rounds to line two deep 12-hole tart tins (not muffin tins). If you only have a regular-sized, 12-hole tart tin you will be able to make a few more slightly shallower tarts.
Beat the eggs in a large bowl and combine with the rest of the ingredients except the walnuts. Tip this mixture into a pan and stir continuously for 3-4 minutes until the butter melts, and the mixture bubbles and starts to thicken. It should be thick enough to coat the back of a wooden spoon. Don’t overcook, and be sure to stir all the time as the mixture can easily burn. Remove from the heat and stir in the nuts.
Spoon the filling into the unbaked tart shells so it’s level with the pastry. Bake for 15-18 minutes until set and pale golden. Leave in the tin to cool for a few minutes before lifting out on to a wire rack. Serve warm or cold.",https://www.themealdb.com/images/media/meals/wpputp1511812960.jpg,https://www.bbcgoodfood.com/recipes/1837/canadian-butter-tarts,"375g Shortcrust Pastry, 2 large Eggs, 175g Muscovado Sugar, 100g  Raisins, 1 tsp  Vanilla Extract, 50g Butter, 4 tsp Single Cream, 50g Walnuts,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Nanaimo Bars,Desert,Canadian,"Start by making the biscuit base. In a bowl, over a pan of simmering water, melt the butter with the sugar and cocoa powder, stirring occasionally until smooth. Whisk in the egg for 2 to 3 mins until the mixture has thickened. Remove from heat and mix in the biscuit crumbs, coconut and almonds if using, then press into the base of a lined 20cm square tin. Chill for 10 mins.
For the middle layer, make the custard icing; whisk together the butter, cream and custard powder until light and fluffy, then gradually add the icing sugar until fully incorporated. Spread over the bottom layer and chill in the fridge for at least 10 mins until the custard is no longer soft.
Melt the chocolate and butter together in the microwave, then spread over the chilled bars and put back in the fridge. Leave until the chocolate has fully set (about 2 hrs). Take the mixture out of the tin and slice into squares to serve.",https://www.themealdb.com/images/media/meals/vwuprt1511813703.jpg,https://www.bbcgoodfood.com/recipes/nanaimo-bars,"125g Custard, 50g Caster Sugar, 5 tbs Cocoa, 1 beaten Egg, 200g shredded Digestive Biscuits, 100g  Desiccated Coconut, 50g Almonds, 100g  Butter, 4 tbs Double Cream, 3 tbs Custard Powder, 250g Icing Sugar, 150g Dark Chocolate, 50g Butter,  ,  ,  ,  ,  ,  ,  "
Split Pea Soup,Side,Canadian,"Put the gammon in a very large pan with 2 litres water and bring to the boil. Remove from the heat and drain off the water – this helps to get rid of some of the saltiness. Recover with 2 litres cold water and bring to the boil again. Put everything but the frozen peas into the pan and bring to the boil. Reduce to a simmer and cook for 1½-2½ hrs, topping up the water as and when you need to, to a similar level it started at. As the ham cooks and softens, you can halve it if you want, so it is all submerged under the liquid. When the ham is tender enough to pull into shreds, it is ready.
Lift out the ham, peel off and discard the skin. While it is still hot (wear a clean pair of rubber gloves), shred the meat. Remove bay from the soup and stir in the frozen peas. Simmer for 1 min, then blend until smooth. Add a splash of water if too thick, and return to the pan to heat through if it has cooled, or if you are making ahead.
When you are ready to serve, mix the hot soup with most of the ham – gently reheat if made ahead. Serve in bowls with the remaining ham scattered on top, and eat with crusty bread and butter.",https://www.themealdb.com/images/media/meals/xxtsvx1511814083.jpg,https://www.bbcgoodfood.com/recipes/1022639/split-pea-and-green-pea-smoked-ham-soup,"1kg Ham, 200g (soaked overnight) Peas, 2 chopped Onions, 2 chopped Carrots, 2 Bay Leaves, 1 chopped Celery, 300g Frozen Peas, to serve Bread,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Tourtiere,Pork,Canadian,"Heat oven to 200C/180C fan/gas 6. Boil the potato until tender, drain and mash, then leave to cool. Heat the oil in a non-stick pan, add the mince and onion and quickly fry until browned. Add the garlic, spices, stock, plenty of pepper and a little salt and mix well. Remove from the heat, stir into the potato and leave to cool.
Roll out half the pastry and line the base of a 20-23cm pie plate or flan tin. Fill with the pork mixture and brush the edges of the pastry with water. Roll out the remaining dough and cover the pie. Press the edges of the pastry to seal, trimming off the excess. Prick the top of the pastry case to allow steam to escape and glaze the top with the beaten egg.
Bake for 30 mins until the pastry is crisp and golden. Serve cut into wedges with a crisp green salad. Leftovers are good cold for lunch the next day, served with a selection of pickles.",https://www.themealdb.com/images/media/meals/ytpstt1511814614.jpg,https://www.bbcgoodfood.com/recipes/531644/spiced-pork-and-potato-pie,"1 medium Potatoes, 1 tsp  Sunflower Oil, 500g Minced Pork, 1 finely chopped  Onion, 1 finely chopped  Garlic Clove, ¼ tsp Cinnamon, ¼ tsp Allspice, ¼ tsp Nutmeg, 100ml Vegetable Stock, 400g Shortcrust Pastry, To Glaze Egg,  ,  ,  ,  ,  ,  ,  ,  ,  "
Montreal Smoked Meat,Beef,Canadian,"To make the cure, in a small bowl mix together salt, pink salt, black pepper, coriander, sugar, bay leaf, and cloves. Coat entire brisket with the cure and place in an extra-large resealable plastic bag. Place in the coldest part of the refrigerator and cure for 4 days, flipping brisket twice a day.
Remove brisket from bag and wash as much cure off as possible under cold running water. Place brisket in a large container and fill with water and let soak for 2 hours, replacing water every 30 minutes. Remove from water and pat dry with paper towels.
To make the rub, mix together black pepper, coriander, paprika, garlic powder, onion powder, dill weed, mustard, celery seed, and crushed red papper in a small bowl. Coat entire brisket with the rub.
Fire up smoker or grill to 225 degrees, adding chunks of smoking wood chunks when at temperature. When wood is ignited and producing smoke, place brisket in, fat side up, and smoke until an instant read thermometer registers 165 degrees when inserted into thickest part of the brisket, about 6 hours.
Transfer brisket to large roasting pan with V-rack. Place roasting pan over two burners on stovetop and fill with 1-inch of water. Bring water to a boil over high heat, reduce heat to medium, cover roasting pan with aluminum foil, and steam brisket until an instant read thermometer registers 180 degrees when inserted into thickest part of the meat, 1 to 2 hours, adding more hot water as needed.
Transfer brisket to cutting board and let cool slightly. Slice and serve, preferably on rye with mustard.",https://www.themealdb.com/images/media/meals/uttupv1511815050.jpg,http://www.meatwave.com/blog/montreal-smoked-meat-recipe,"1 Beef Brisket, 3 tbs Salt, 3 tbs Black Pepper, 1 tbs Coriander, 1 tbs Sugar, 1 tsp  Bay Leaf, 1 tsp  Cloves, 3 tbs Black Pepper, 1 tbs Coriander, 1 tbs Paprika, 1 tbs Garlic, 1 tbs Onion, 1 tbs Dill, 1 tsp  English Mustard, 1 tbs Celery Salt, 1 tsp  Red Pepper Flakes,  ,  ,  ,  "
BeaverTails,Desert,Canadian,"In the bowl of a stand mixer, add warm water, a big pinch of sugar and yeast. Allow to sit until frothy.
Into the same bowl, add 1/2 cup sugar, warm milk, melted butter, eggs and salt, and whisk until combined.
Place a dough hook on the mixer, add the flour with the machine on, until a smooth but slightly sticky dough forms.
Place dough in a bowl, cover with plastic wrap, and allow to proof for 1 1/2 hours.
Cut dough into 12 pieces, and roll out into long oval-like shapes about 1/4 inch thick that resemble a beaver’s tail.
In a large, deep pot, heat oil to 350 degrees. Gently place beavertail dough into hot oil and cook for 30 to 45 seconds on each side until golden brown.
Drain on paper towels, and garnish as desired. Toss in cinnamon sugar, in white sugar with a squeeze of lemon, or with a generous slathering of Nutella and a handful of toasted almonds. Enjoy!",https://www.themealdb.com/images/media/meals/ryppsv1511815505.jpg,https://www.tastemade.com/videos/beavertails,"1/2 cup  Water, 2 parts  Yeast, 1/2 cup  Sugar, 1/2 cup  Milk, 6 tblsp Butter, 2 Eggs, 1 ½ tsp Salt, 2-1/2 cups Flour, for frying Oil, garnish Lemon, garnish Sugar, garnish Cinnamon,  ,  ,  ,  ,  ,  ,  ,  "
Timbits,Desert,Canadian,"Sift together dry ingredients.
Mix together wet ingredients and incorporate into dry. Stir until smooth.
Drop by teaspoonfuls(no bigger) into hot oil (365 degrees, no hotter), turning after a few moments until golden brown on all sides.
Remove and drain.
Roll in cinnamon sugar while still warm and serve.",https://www.themealdb.com/images/media/meals/txsupu1511815755.jpg,http://www.geniuskitchen.com/recipe/drop-doughnuts-133877,"2 cups  Flour, 1/3 cup Sugar, 3 tsp Baking Powder, ½ tsp Salt, 1 beaten Egg, ¾ cup Milk, 3 tbs Oil, for frying Oil, garnish Icing Sugar,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Pate Chinois,Beef,Canadian,"In a large pot of salted water, cook the potatoes until they are very tender. Drain.
With a masher, coarsely crush the potatoes with at least 30 ml (2 tablespoons) of butter. With an electric mixer, purée with the milk. Season with salt and pepper. Set aside.
With the rack in the middle position, preheat the oven to 190 °C (375 °F).
In a large skillet, brown the onion in the remaining butter. Add the meat and cook until golden brown. Season with salt and pepper. Remove from the heat.
Lightly press the meat at the bottom of a 20-cm (8-inch) square baking dish. Cover with the corn and the mashed potatoes. Sprinkle with paprika and parsley.
Bake for about 30 minutes. Finish cooking under the broiler. Let cool for 10 minutes.",https://www.themealdb.com/images/media/meals/yyrrxr1511816289.jpg,https://www.ricardocuisine.com/en/recipes/5541-pate-chinois-shepherd--s-pie-,"4 cups  Potatoes, 60ml Butter, ½ cup  Milk, 450g Minced Beef, 1 finely chopped  Onion, 500ml Creamed Corn, to taste Paprika, to taste Parsley, Dash Salt, Dash Pepper,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Sugar Pie,Desert,Canadian,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9-inch pie dish.
Place the brown sugar and butter in a mixing bowl, and beat them together with an electric mixer until creamy and very well combined, without lumps. Beat in eggs, one at a time, incorporating the first egg before adding the next one. Add the vanilla extract and salt; beat the flour in, a little at a time, and then the milk, making a creamy batter. Pour the batter into the prepared pie dish.
Bake in the preheated oven for 35 minutes; remove pie, and cover the rim with aluminum foil to prevent burning. Return to oven, and bake until the middle sets and the top forms a crusty layer, about 15 more minutes. Let the pie cool to room temperature, then refrigerate for at least 1 hour before serving.",https://www.themealdb.com/images/media/meals/yrstur1511816601.jpg,http://allrecipes.com/recipe/213595/miraculous-canadian-sugar-pie/,"2 cups  Brown Sugar, ¼ cup Butter, 2 Eggs, 1 tsp  Vanilla Extract, 1 tsp  Salt, ½ cup  Plain Flour, 1 1/2 cups  Milk,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Pouding chomeur,Desert,Canadian,"In a large bowl, with an electric mixer, mix the butter and sugar till the mix is light.
Add eggs and vanilla and mix.
In another bowl, mix flour and baking powder.
Alternate flour mix and milk to the butter mix.
Pour into a 13 inch by 9 inch greased pan.
MAPLE SAUCE.
In a large casserole, bring to boil the syrup, brown sugar, cream and butter and constantly stir.
Reduce heat and and gently cook 2 minutes or till sauce has reduced a little bit.
Pour sauce gently over cake.
Bake at 325°f (160°c) about 35 minutes or till cake is light brown and when toothpick inserted comes out clean.",https://www.themealdb.com/images/media/meals/yqqqwu1511816912.jpg,http://www.geniuskitchen.com/recipe/pouding-chomeur-poor-mans-pudding-with-maple-syrup-sauce-218797,"½ cup  Butter, 1 cup  Sugar, 2 Eggs, 1 tsp  Vanilla Extract, 2 cups  Flour, 1 tsp  Baking Powder, 1 1/4 cup Milk, 1 1/2 cup  Maple Syrup, 1 1/2 cup  Brown Sugar, 1 1/2 cup  Single Cream, 1/3 cup Butter,  ,  ,  ,  ,  ,  ,  ,  ,  "
Rappie Pie,Chicken,Canadian,"Preheat oven to 400 degrees F (200 degrees C). Grease a 10x14x2-inch baking pan.
Heat margarine in a skillet over medium heat; stir in onion. Cook and stir until onion has softened and turned translucent, about 5 minutes. Reduce heat to low and continue to cook and stir until onion is very tender and dark brown, about 40 minutes more.
Bring chicken broth to a boil in a large pot; stir in chicken breasts, reduce heat, and simmer until chicken is no longer pink at the center, about 20 minutes. Remove from heat. Remove chicken breasts to a plate using a slotted spoon; reserve broth.
Juice potatoes with an electric juicer; place dry potato flesh into a bowl and discard juice. Stir salt and pepper into potatoes; stir in enough reserved broth to make the mixture the consistency of oatmeal. Set remaining broth aside.
Spread half of potato mixture evenly into the prepared pan. Lay cooked chicken breast evenly over potatoes; scatter caramelized onion evenly over chicken. Spread remaining potato mixture over onions and chicken to cover.
Bake in the preheated oven until golden brown, about 1 hour. Reheat chicken broth; pour over individual servings as desired.",https://www.themealdb.com/images/media/meals/ruwpww1511817242.jpg,http://allrecipes.com/recipe/234025/rappie-pie/,"2 tbs Butter, 2 chopped Onions, 4 qt  Chicken Stock, 1.5kg Chicken Breast, 4kg Potatoes, 2 tbs Salt, 1tbsp Black Pepper,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
Chicken Basquaise,Chicken,French,"Preheat the oven to 180°C/Gas mark 4. Have the chicken joints ready to cook. Heat the butter and 3 tbsp olive oil in a flameproof casserole or large frying pan. Brown the chicken pieces in batches on both sides, seasoning them with salt and pepper as you go. Don't crowd the pan - fry the chicken in small batches, removing the pieces to kitchen paper as they are done.

Add a little more olive oil to the casserole and fry the onions over a medium heat for 10 minutes, stirring frequently, until softened but not browned. Add the rest of the oil, then the peppers and cook for another 5 minutes.

Add the chorizo, sun-dried tomatoes and garlic and cook for 2-3 minutes. Add the rice, stirring to ensure it is well coated in the oil. Stir in the tomato paste, paprika, bay leaves and chopped thyme. Pour in the stock and wine. When the liquid starts to bubble, turn the heat down to a gentle simmer. Press the rice down into the liquid if it isn't already submerged and place the chicken on top. Add the lemon wedges and olives around the chicken.

Cover and cook in the oven for 50 minutes. The rice should be cooked but still have some bite, and the chicken should have juices that run clear when pierced in the thickest part with a knife. If not, cook for another 5 minutes and check again.",https://www.themealdb.com/images/media/meals/wruvqv1511880994.jpg,https://www.rivercottage.net/recipes/chicken-basquaise,"1.5kg Chicken, 25g Butter, 6 tblsp Olive Oil, 2 sliced Red Onions, 3 Large Red Pepper, 130g Chorizo, 8 Sun-Dried Tomatoes, 6 cloves sliced Garlic, 300g Basmati Rice, drizzle Tomato Puree, ½ tsp Paprika, 4 Bay Leaves, Handful Thyme, 350ml Chicken Stock, 180g Dry White Wine, 2 Lemons, 100g  Black Olives, to serve Salt, to serve Pepper,  "
Steak Diane,Beef,French,"Heat oil in a 12"" skillet over medium-high heat. Season steaks with salt and pepper, and add to skillet; cook, turning once, until browned on both sides and cooked to desired doneness, about 4 to 5 minutes for medium-rare. Transfer steaks to a plate, and set aside.
Return skillet to high heat, and add stock; cook until reduced until to 1⁄2 cup, about 10 minutes. Pour into a bowl, and set aside. Return skillet to heat, and add butter; add garlic and shallots, and cook, stirring, until soft, about 2 minutes. Add mushrooms, and cook, stirring, until they release any liquid and it evaporates and mushrooms begin to brown, about 2 minutes. Add cognac, and light with a match to flambée; cook until flame dies down. Stir in reserved stock, cream, Dijon, Worcestershire, and hot sauce, and then return steaks to skillet; cook, turning in sauce, until warmed through and sauce is thickened, about 4 minutes. Transfer steak to serving plates and stir parsley and chives into sauce; pour sauce over steaks to serve.",https://www.themealdb.com/images/media/meals/vussxq1511882648.jpg,https://www.saveur.com/article/Recipes/Classic-Steak-Diane,"2 tbs Canola Oil, 4 Beef Fillet, 1 1/2 cup  Beef Stock, 2 tbs Butter, 2 cloves minced Garlic, 1 medium finely diced Challots, 4 oz  Mushrooms, ¼ cup Brandy, ¼ cup Heavy Cream, 1 tbs Dijon Mustard, 1 tbs Worcestershire Sauce, Dash Tabasco Sauce, 1 tbs minced Parsley, 1 tbs minced Chives, to taste Salt, to taste Pepper,  ,  ,  ,  "
Saltfish and Ackee,Seafood,Jamaican,"For the saltfish, soak the salt cod overnight, changing the water a couple of times.
Drain, then put the cod in a large pan of fresh water and bring to the boil. Drain again, add fresh water and bring to the boil again.
Simmer for about five minutes, or until cooked through, then drain and flake the fish into large pieces. Discard any skin or bones.
For the dumplings, mix the flour and suet with a pinch of salt and 250ml/9fl oz water to make a dough.
Wrap the mixture in clingfilm and leave in the fridge to rest.
Open the can of ackee, drain and rinse, then set aside.
Heat a tablespoon of olive oil in a pan and fry the onion until softened but not brown.
Add the spices, seasoning, pepper sauce and sliced peppers and continue to fry until the peppers are tender.
Add the chopped tomatoes, then the salt cod and mix together. Lastly stir in the ackee very gently and leave to simmer until ready to serve.
When you’re almost ready to eat, heat about 1cm/½in vegetable oil in a frying pan and heat until just smoking.
Shape the dumpling mix into plum-size balls and shallow-fry until golden-brown. (CAUTION: hot oil can be dangerous. Do not leave the pan unattended.)
Drain the dumplings on kitchen paper and serve with the saltfish and ackee.",https://www.themealdb.com/images/media/meals/vytypy1511883765.jpg,https://www.bbc.co.uk/food/recipes/saltfish__ackee_with_64803,"450g Salt Cod, 400g Ackee, 1 chopped Onion, 1 tsp  Paprika, 2 tsp Curry Powder, 2 tsp Jerusalem Artichokes, 1 tsp  Hotsauce, 1 sliced Red Pepper, 1 sliced Yellow Pepper, 200g Tomatoes, to taste Salt, to taste Pepper, 250g Self-raising Flour, 30g Suet, pinch Salt, for frying Olive Oil,  ,  ,  ,  "
Jerk chicken with rice & peas,Chicken,Jamaican,"To make the jerk marinade, combine all the ingredients in a food processor along with 1 tsp salt, and blend to a purée. If you’re having trouble getting it to blend, just keep turning off the blender, stirring the mixture, and trying again. Eventually it will start to blend up – don’t be tempted to add water, as you want a thick paste.

Taste the jerk mixture for seasoning – it should taste pretty salty, but not unpleasantly, puckering salty. You can now throw in more chillies if it’s not spicy enough for you. If it tastes too salty and sour, try adding in a bit more brown sugar until the mixture tastes well balanced.

Make a few slashes in the chicken thighs and pour the marinade over the meat, rubbing it into all the crevices. Cover and leave to marinate overnight in the fridge.

If you want to barbecue your chicken, get the coals burning 1 hr or so before you’re ready to cook. Authentic jerked meats are not exactly grilled as we think of grilling, but sort of smoke-grilled. To get a more authentic jerk experience, add some wood chips to your barbecue, and cook your chicken over slow, indirect heat for 30 mins. To cook in the oven, heat to 180C/160C fan/gas 4. Put the chicken pieces in a roasting tin with the lime halves and cook for 45 mins until tender and cooked through.

While the chicken is cooking, prepare the rice & peas. Rinse the rice in plenty of cold water, then tip it into a large saucepan with all the remaining ingredients except the kidney beans. Season with salt, add 300ml cold water and set over a high heat. Once the rice begins to boil, turn it down to a medium heat, cover and cook for 10 mins.

Add the beans to the rice, then cover with a lid. Leave off the heat for 5 mins until all the liquid is absorbed. Squeeze the roasted lime over the chicken and serve with the rice & peas, and some hot sauce if you like it really spicy.",https://www.themealdb.com/images/media/meals/tytyxu1515363282.jpg,https://www.bbcgoodfood.com/recipes/2369635/jerk-chicken-with-rice-and-peas,"12 Chicken Thighs, 1/2  Lime, 1  bunch Spring Onions, 1 tbs chopped Ginger, 3 cloves Garlic, 1/2  Onion, 3 chopped Red Chilli, 1/2 teaspoon Thyme, Juice of 1 Lime, 2 tbs Soy Sauce, 2 tbs Vegetable Oil, 3 tbs Brown Sugar, 1 tbs Allspice, 200g Basmati Rice, 400g Coconut Milk, 1  bunch Spring Onions, 2 sprigs Thyme, 2 cloves chopped Garlic, 1 tbs Allspice, 800g Kidney Beans"
Jamaican Beef Patties,Beef,Jamaican,"Make the Pastry Dough

To a large bowl, add flour, 1 teaspoon salt, and turmeric and mix thoroughly.
Rub shortening into flour until there are small pieces of shortening completely covered with flour.
Pour in 1/2 cup of the ice water and mix with your hands to bring the dough together. Keep adding ice water 2 to 3 tablespoons at a time until the mixture forms a dough.
At this stage, you can cut the dough into 2 large pieces, wrap in plastic and refrigerate for 30 minutes before using it.
Alternatively, cut the dough into 10 to 12 equal pieces, place on a platter or baking sheet, cover securely with plastic wrap and let chill for 30 minutes while you make the filling.
Make the Filling

Add ground beef to a large bowl. Sprinkle in allspice and black pepper. Mix together and set aside.
Heat oil in a skillet until hot.
Add onions and sauté until translucent. Add hot pepper, garlic and thyme and continue to sauté for another minute. Add 1/4 teaspoon salt.
Add seasoned ground beef and toss to mix, breaking up any clumps, and let cook until the meat is no longer pink.
Add ketchup and more salt to taste.
Pour in 2 cups of water and stir. Bring the mixture to a boil then reduce heat and let simmer until most of the liquid has evaporated and whatever is remaining has reduced to a thick sauce.
Fold in green onions. Remove from heat and let cool completely.
Assemble the Patties

Beat the egg and water together to make an egg wash. Set aside.
Now you can prepare the dough in two ways.
First Method: Flour the work surface and rolling pin. If you had cut it into 2 large pieces, then take one of the large pieces and roll it out into a very large circle. Take a bowl with a wide rim (about 5 inches) and cut out three circles.

Place about 3 heaping tablespoons of the filling onto 1/2 of each circle. Dip a finger into the water and moisten the edges of the pastry. Fold over the other half and press to seal. 

Take a fork and crimp the edges. Cut off any extra to make it look neat and uniform. Place on a parchment-lined baking sheet and continue to work until you have rolled all the dough and filled the patties.
Second Method: If you had pre-cut the dough into individual pieces, work with one piece of dough at a time. Roll it out on a floured surface into a 5-inch circle or a little larger. Don’t worry if the edges are not perfect.

Place 3 heaping tablespoons of the filling on one side of the circle. Dip a finger into the water and moisten the edges of the pastry. Fold over the other half and press to seal.

Take a fork and crimp the edges. Cut off any extra to make it look neat and uniform. Place on a parchment-lined baking sheet and continue work until you have rolled all the dough and filled the patties.

Frying and Serving the Patties

After forming the patties, place the pans in the refrigerator while you heat the oven to 350 F.
Just before adding the pans with the patties to the oven, brush the patties with egg wash.
Bake patties for 30 minutes or until golden brown.
Cool on wire racks.
Serve warm.",https://www.themealdb.com/images/media/meals/wsqqsw1515364068.jpg,https://www.thespruce.com/jamaican-beef-patties-recipe-2137762,"4 cups  Plain Flour, 1 tsp  Salt, 1 tsp  Curry Powder, 250g Butter, 1 cup  Water, 900g Minced Beef, 1 tsp  Allspice, 1/2 tsp Black Pepper, 2 tbs Vegetable Oil, 1 cup  Onions, Ground Red Pepper, 2 tsp ground Garlic, 1 tbs Thyme, 1/4 tsp Salt, 2 tbs Tomato Ketchup, 2 cups  Water, 1/2 cup  Onions, 1 beaten Egg, 1 tbs Water, 1/4 cup Water"
Callaloo Jamaican Style,Miscellaneous,Jamaican,"Cut leaves and soft stems from the kale branches, them soak in a bowl of cold water for about 5-10 minutes or until finish with prep.
Proceed to slicing the onions, mincing the garlic and dicing the tomatoes. Set aside
Remove kale from water cut in chunks.
Place bacon on saucepan and cook until crispy. Then add onions, garlic, thyme, stir for about a minute or more
Add tomatoes; scotch bonnet pepper, smoked paprika. Sauté for about 2-3 more minutes.
Finally add vegetable, salt, mix well, and steamed for about 6-8 minutes or until leaves are tender. Add a tiny bit of water as needed. Adjust seasonings and turn off the heat.
Using a sharp knife cut both ends off the plantain. This will make it easy to grab the skin of the plantains. Slit a shallow line down the long seam of the plantain; peel only as deep as the peel. Remove plantain peel by pulling it back.
Slice the plantain into medium size lengthwise slices and set aside.
Coat a large frying pan with cooking oil spray. Spray the tops of the plantains with a generous layer of oil spray and sprinkle with salt, freshly ground pepper.
Let the plantains ""fry"" on medium heat, shaking the frying pan to redistribute them every few minutes.
As the plantains brown, continue to add more cooking oil spray, salt and pepper (if needed) until they have reached the desired color and texture.
Remove and serve with kale",https://www.themealdb.com/images/media/meals/ussyxw1515364536.jpg,https://www.africanbites.com/callaloo-jamaican-style/,"1  bunch Kale, 2 strips Bacon, 3 cloves Chopped Garlic, 1 medium Onion, 1/2 tsp Paprika, 1 Sprig Thyme, 1 Tomato, 1 Red Pepper, 4 Banana, Splash Vegetable Oil,  ,  ,  ,  ,  ,  ,  ,  ,  ,  "
