Meal,Category,Area,Instructions,MealThumb,Source,Ingredients
Thai Tuna Burgers,Thai,Asian,"In a bowl, thoroughly mix minced tuna, bread crumbs, green onion, carrot, ginger, cilantro, sesame oil, ketchup, soy sauce, cumin, salt, pepper, and egg.  Cover, and refrigerate for 30 minutes.; Preheat oven broiler.; Form tuna mixture into 6 patties, and place in a broiler pan on top oven rack. Cook, uncovered, 4 minutes per side, or until easily flaked with a fork. Serve on hamburger buns with lettuce and tomato.; ; ",https://images.media-allrecipes.com/userphotos/560x315/5087601.jpg,https://www.allrecipes.com/recipe/43720/thai-tuna-burgers/,"1 1/2 pounds fresh tuna steaks, minced; 1/2 cup dry bread crumbs; 1/4 cup finely chopped green onion; 1/4 cup grated carrot; 1 tablespoon minced fresh ginger root; 1 tablespoon chopped fresh cilantro; 1 teaspoon sesame oil; 1 tablespoon ketchup; 1 tablespoon lite soy sauce; 1/2 teaspoon ground cumin; 1/4 teaspoon salt; 1/4 teaspoon black pepper; 1 egg, beaten; 6 hamburger buns; 6 lettuce leaves - rinsed and dried; 2 medium tomatoes, sliced; "
Chutney Chicken Salad,Salad,Asian,"In a large bowl, whisk together the mayonnaise, chutney, curry powder, lime zest, lime juice and salt.  Add chicken and toss with the dressing until well coated.  Add more mayonnaise to taste, if desired.  Cover and refrigerate until serving.; ; ",https://images.media-allrecipes.com/userphotos/250x250/724690.jpg,https://www.allrecipes.com/recipe/23782/chutney-chicken-salad/,"1/2 cup mayonnaise; 1/2 cup chutney; 1 teaspoon curry powder; 2 teaspoons lime zest; 1/4 cup fresh lime juice; 1/2 teaspoon salt; 4 cups diced, cooked chicken breast meat; "
Teriyaki Sauce,Teriyaki Sauce and Marinade,Asian,"Combine soy sauce, sake, mirin and sugar in a small saucepan over medium heat and stir until sugar is dissolved. Can be used immediately or cooled and refrigerated.; ; ",https://images.media-allrecipes.com/userphotos/250x250/28417.jpg,https://www.allrecipes.com/recipe/17748/teriyaki-sauce/,1/4 cup dark soy sauce; 1/4 cup sake; 2 tablespoons mirin (Japanese sweet wine); 1 tablespoon white sugar; 
Quick Fried Rice,Fried Rice,Asian,"Prepare frozen vegetables according to package instructions and set aside.; Scramble the eggs in a medium skillet and chop into small bits; set aside.; Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside, reserving skillet with bacon grease.; Place the rice in the skillet of bacon grease and saute for 2 to 3 minutes, until coated. Mix in soy sauce, mixed vegetables, carrots and peas. Cook for 20 minutes before stirring the bacon and eggs into the rice; cook for another 10 minutes, stirring, and serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/328195.jpg,https://www.allrecipes.com/recipe/18902/quick-fried-rice/,"1 (10 ounce) package frozen mixed vegetables; 2 eggs; 4 cups cooked white rice; 6 slices bacon; 1/2 cup snow peas; 2 carrots, diced; 2 tablespoons soy sauce; 1/2 teaspoon salt; "
Shrimp Fried Rice I,Fried Rice,Asian,"In a medium saucepan bring water to a boil. Add the white rice. Return to a boil, reduce heat to low, cover, and simmer for about 20 minutes, or until rice is tender.; In a small skillet scramble the eggs in a small amount of sesame oil. Remove from heat once scrambled.; In a large skillet, brown onion and celery in remaining sesame oil. Add shrimp and carrots, onion, celery, red pepper, pea pods, and green pepper. Add white rice and stir well. Add soy sauce (if desired) and eggs, stir thoroughly until heated through.; ; ",https://images.media-allrecipes.com/userphotos/560x315/2177920.jpg,https://www.allrecipes.com/recipe/17418/shrimp-fried-rice-i/,"6 cups water; 3 cups uncooked white rice; 2 eggs, beaten; 3 tablespoons sesame oil; 1 onion, diced; 2 celery, diced; 1 pound cooked salad shrimp; 3 carrots, diced; 1 red bell pepper, diced; 3/4 cup snow peas, trimmed and halved; 1 green bell pepper, chopped; 1 teaspoon soy sauce; "
Spicy Chicken and Cilantro Wontons,Spicy,Asian,"In a food processor, combine the chicken, lemon grass, ginger, garlic, chile pepper, cilantro, soy sauce and sesame oil. Pulse until thoroughly mixed and chicken is minced.; Separate all of the wonton wrappers, and lay them out on a clean surface. Set a bowl of water to the side to dip your fingers. Place about 1 teaspoon of the chicken mixture onto the center of each wrapper. Wet the edges by dipping your fingers in water, and wiping the edge of each wrapper. Fold over into triangles, and press to seal. Take the two opposing points of the triangle, and fold around to join together.; Heat the oil in a deep-fryer or deep pan to 365 degrees F (185 degrees C). Deep-fry several wontons at a time, turning as needed, until lightly browned. Remove to drain on paper towels. Serve while hot.; ; ",https://images.media-allrecipes.com/userphotos/250x250/113299.jpg,https://www.allrecipes.com/recipe/87910/spicy-chicken-and-cilantro-wontons/,"2 pounds skinless, boneless chicken thighs, diced; 3 stalks lemon grass, cut into 1 inch pieces; 1/4 cup chopped fresh ginger root; 1/2 bulb garlic, cloves separated and peeled; 1 fresh red chile pepper, chopped; 2 bunches fresh cilantro; 1/4 cup soy sauce; 1 tablespoon sesame oil; 50 wonton wrappers; 1 quart vegetable oil for frying; "
Easy Raspberry Chicken with Coconut Rice,Asian,Asian,"In a large pot, bring to a boil the water, coconut milk, ginger, and rice; cover, and simmer, stirring occasionally, until all liquid is absorbed.; Meanwhile, in a resealable plastic bag, combine the flour, lemon pepper, and chicken; shake to coat.; Heat oil in a large skillet over medium heat. Fry chicken strips and rosemary, turning occasionally, until golden brown. Remove chicken pieces from pan, and set aside. Pour raspberry vinegar into skillet, and simmer until reduced by half. Return chicken to skillet, and cook until all liquid is absorbed. Serve with coconut rice.; ; ",https://images.media-allrecipes.com/userphotos/250x250/328292.jpg,https://www.allrecipes.com/recipe/79928/easy-raspberry-chicken-with-coconut-rice/,"2 cups water; 1 (14 ounce) can reduced-fat coconut milk; 2 teaspoons minced fresh ginger root; 1 cup Basmati rice; 1/3 cup all-purpose flour; 1 tablespoon lemon pepper; 4 (6 ounce) skinless, boneless chicken breast half - cut into bite-size pieces; 2 tablespoons vegetable oil; 2 teaspoons dried rosemary; 1/2 cup raspberry vinegar; "
Egg Foo Yung with Mushroom Sauce,Side Dish,Asian,"Thinly slice green onion, and reserve 1 tablespoon of the top for garnish.  Stir the remaining onion into the egg along with the bean sprouts and 1 tablespoon of soy sauce.; Heat 1 tablespoon of peanut oil in a large nonstick skillet over medium-high heat until hot.  For each pancake, drop 1/4 cup of egg mixture into the hot oil.  Cook until the bottoms are set, 1 to 2 minutes, then turn over and continue cooking for another 1 to 2 minutes until cooked through.  Transfer to a warm serving plate while you make the remaining pancakes.; Heat the remaining 1 tablespoon of peanut oil in the skillet and cook the mushrooms with the remaining 2 tablespoons of soy sauce until the mushrooms are soft, about 3 minutes.  Dissolve the cornstarch in the broth, stir into the mushrooms, and cook until thickened.  To serve, pour the sauce over the egg foo yung pancakes, and sprinkle with the reserved onion.; ; ",https://images.media-allrecipes.com/userphotos/560x315/243515.jpg,https://www.allrecipes.com/recipe/51542/egg-foo-yung-with-mushroom-sauce/,"1 large green onion; 4 eggs, beaten; 3/4 cup bean sprouts; 3 tablespoons soy sauce, divided; 2 tablespoons peanut oil, divided; 2 cups sliced fresh mushrooms; 4 teaspoons cornstarch; 1 cup chicken or beef broth; "
Half Time Hoisin Chicken Wings,Chicken,Asian,"Preheat the oven to 375 degrees F (190 degrees C).; Spray a baking sheet with cooking spray.; Whisk together hoisin sauce, teriyaki sauce, brown sugar, garlic, ginger, and chili-garlic sauce in a bowl.; Arrange chicken wing pieces on the prepared baking sheet.; Brush chicken with hoisin sauce mixture.; Bake in the preheated oven until chicken wings are no longer pink in the center, 20 to 25 minutes on each side, basting every 15 minutes.; ; ",https://images.media-allrecipes.com/userphotos/560x315/800384.jpg,https://www.allrecipes.com/recipe/220399/half-time-hoisin-chicken-wings/,"cooking spray; 1/2 cup hoisin sauce; 1/3 cup low sodium teriyaki sauce; 1/4 cup brown sugar; 2 cloves garlic, minced; 1 tablespoon grated fresh ginger; 1 tablespoon chile-garlic sauce, or to taste; 3 pounds chicken wings, cut apart at joints, wing tips discarded; "
Kashmiri Lamb,Indian,Asian,"Place red chiles, green chiles, cumin seeds, garam masala, ginger, garlic, grated coconut, and tomatoes into a blender; pulse several times to chop, then blend into a smooth paste.; Heat vegetable oil in a large skillet or Dutch oven over medium heat. Stir in onion; cook and stir until the onion has softened and turned translucent, about 5 minutes. Reduce heat to medium-low, and continue cooking and stirring until the onion is very tender and golden brown, 10 to 15 minutes more.; Stir the spice paste into the onion and cook and stir until the oil separates from the mixture, about 3 minutes.; Stir in lamb pieces and salt. Cook, stirring frequently over medium-high heat, until the lamb pieces are browned on all sides, about 8 minutes.; Mix in yogurt, saffron, and blanched almonds until well combined.; Reduce the heat to low and simmer, covered, until the meat is tender and the gravy is thick, about 1 hour.; Garnish the curry with chopped cilantro before serving.; ; ",https://images.media-allrecipes.com/userphotos/560x315/811005.jpg,https://www.allrecipes.com/recipe/220560/kashmiri-lamb/,"4 dried red chile peppers (such as cayenne); 3 long, green fresh chile peppers (such as Indian Jwala); 1 teaspoon cumin seeds; 1 teaspoon Kashmiri garam masala; 1 (1 inch) piece fresh ginger root, peeled and grated; 5 cloves garlic, crushed; 1/4 cup dried unsweetened coconut; 3 tomatoes, chopped; 6 tablespoons vegetable oil; 2 large onions, thinly sliced; 2 pounds lamb meat, cut into 1 1/2-inch cubes; salt to taste; 1/2 teaspoon ground turmeric; 1 cup plain yogurt; 1/2 teaspoon saffron threads; 20 whole blanched almonds; 1/4 cup chopped fresh cilantro; "
Easy Spicy Thai Slow Cooker Chicken,Thai,Asian,"Stir together the sesame salad dressing, Thai chili paste, ginger garlic paste, and peanut butter in a bowl until the mixture is well combined. Dip chicken pieces in the mixture, and place into a slow cooker. Pour the remaining sauce over the chicken. Set the cooker to Low, and cook 4 to 6 hours, until the chicken is very tender.; ; ",https://images.media-allrecipes.com/userphotos/250x250/727506.jpg,https://www.allrecipes.com/recipe/213269/easy-spicy-thai-slow-cooker-chicken/,"1 (16 ounce) bottle Asian-style toasted sesame salad dressing (such as Kraft® Asian Toasted Sesame Dressing & Marinade); 1 tablespoon Thai chili paste, or more to taste; 1 tablespoon ginger garlic paste; 2 tablespoons peanut butter; 6 pieces skinless, boneless chicken (such as breast halves and thighs); "
Bibimbap (Korean Rice With Mixed Vegetables),Korean,Asian,"Stir cucumber pieces with 1/4 cup gochujang paste in a bowl; set aside.; Bring about 2 cups of water to a boil in a large nonstick skillet and stir in spinach; cook until spinach is bright green and wilted, 2 to 3 minutes. Drain spinach and squeeze out as much moisture as possible; set spinach aside in a bowl and stir soy sauce into spinach.; Heat 1 teaspoon olive oil in large nonstick skillet and cook and stir carrots until softened, about 3 minutes; stir in garlic and cook just until fragrant, about 1 more minute. Stir in cucumber pieces with gochujang paste; sprinkle with red pepper flakes, and set the mixture aside in a bowl.; Brown beef in a clean nonstick skillet over medium heat, about 5 minutes per side, and set aside. In a separate nonstick skillet, heat 1 more teaspoon olive oil over medium-low heat and fry the eggs just on one side until yolks are runny but whites are firm, 2 to 4 minutes each.; To assemble the dish, divide cooked rice into 4 large serving bowls; top with spinach mixture, a few pieces of beef, and cucumber mixture. Place 1 egg atop each serving. Drizzle each bowl with 1 teaspoon of sesame oil, a sprinkle of sesame seeds, and a small amount of gochujang paste if desired.; ; ",https://images.media-allrecipes.com/userphotos/560x315/3961066.jpg,https://www.allrecipes.com/recipe/228240/bibimbap-korean-rice-with-mixed-vegetables/,"1 English cucumber, cut into matchsticks; 1/4 cup gochujang (Korean hot pepper paste); 1 bunch fresh spinach, cut into thin strips; 1 tablespoon soy sauce; 1 teaspoon olive oil; 2 carrots, cut into matchsticks; 1 clove garlic, minced; 1 pinch red pepper flakes; 1 pound thinly-sliced beef top round steak; 1 teaspoon olive oil; 4 large eggs; 4 cups cooked white rice; 4 teaspoons toasted sesame oil, divided; 1 teaspoon sesame seeds; 2 teaspoons gochujang (Korean hot pepper paste), divided (optional); "
Hot and Sour Chicken and Cabbage Soup,Cabbage Soup,Asian,"Pour chicken broth into a large pot. Stir in hot pepper flakes, vinegar, soy sauce, lemon grass, fish sauce, black pepper, garlic powder, and onion. Bring to a boil over high heat, then reduce heat to medium-low and keep at a simmer.; Meanwhile, heat olive oil in a skillet over medium-high heat. Stir in cubed chicken, and cook until no longer pink in the center, about 5 minutes. Stir chicken into the simmering soup along with the cabbage and bean sprouts. Simmer until the cabbage is tender, about 10 minutes.; Remove the pot from the heat, and slowly stir in the beaten egg, then gently stir in the chopped parsley. Serve immediately.; ; ",https://images.media-allrecipes.com/userphotos/560x315/4476872.jpg,https://www.allrecipes.com/recipe/148563/hot-and-sour-chicken-and-cabbage-soup/,"10 cups chicken broth; 1 teaspoon hot pepper flakes; 1/4 cup red wine vinegar; 1/4 cup soy sauce; 1 tablespoon minced lemon grass; 1 tablespoon fish sauce; 1 tablespoon black pepper; 1 teaspoon garlic powder; 1 onion, cut in strips; 1 teaspoon olive oil; 1/2 pound skinless, boneless chicken breast meat - cubed; 1/2 head cabbage, shredded; 1 cup fresh bean sprouts; 2 eggs, beaten; 1/4 cup chopped fresh parsley; "
Broccoli and Tofu Stir Fry,Asian,Asian,"Heat peanut oil in a wok or large skillet over high heat. Stir in garlic and cook for a few seconds until it begins to brown. Add the bell pepper and broccoli; cook until the pepper begins to brown and soften, about 5 minutes.; Stir together the chicken broth, soy sauce, sherry, and cornstarch until dissolved. Pour the sauce into the wok and bring to a boil. Stir in the tofu, and cook until hot, about 1 minute. Garnish with cashew pieces to serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1109033.jpg,https://www.allrecipes.com/recipe/140920/broccoli-and-tofu-stir-fry/,"1 tablespoon peanut oil; 4 cloves garlic, minced; 1 red bell pepper, seeded and sliced into strips; 2 crowns broccoli, cut into florets; 1/3 cup chicken broth; 3 tablespoons soy sauce; 1 tablespoon dry sherry; 2 teaspoons cornstarch; 8 ounces extra firm tofu, diced; 2 tablespoons cashew pieces; "
Strawberry Lassi,Drinks,Asian,"Cut 3 strawberries into small pieces and set aside. In a blender, place the remaining strawberries and sugar; blend on high speed for 30 seconds. Pour in the milk and blend another 30 seconds. Add the yogurt and blend on high speed for 1 minute.; To serve, place 1 ice cube in each of 3 glasses and pour in the lassi. Top with the strawberry pieces and serve.; ; ",https://images.media-allrecipes.com/userphotos/250x250/381979.jpg,https://www.allrecipes.com/recipe/141367/strawberry-lassi/,"9 ripe strawberries, rinsed; 2 tablespoons white sugar; 1/4 cup whole milk; 1 cup low-fat yogurt; 3 ice cubes; "
Vegetable Biryani,Indian,Asian,"Melt ghee in a large Dutch oven over medium heat. Add onion, and cook until softened, about 3 minutes. Stir in cumin seed, cinnamon stick, and peppercorns; cook until the spices are fragrant, and the cumin seeds begin to pop, about 3 minutes.; Stir in ginger garlic paste, tomatoes, and 1/2 cup water. Bring to a simmer, and cook until the water has evaporated, about 5 minutes. Stir in peas, carrot, and potato. Season with chicken bouillon, salt, red chile, black pepper, garam masala, and turmeric. Stir well, then cover, and cook for 3 minutes.; Pour in 4 cups water and bring to a boil over high heat. Once boiling, stir in basmati rice, reduce heat to medium, recover, and simmer for 10 minutes. Reduce heat to low and continue to cook until the rice has softened, 10 to 15 minutes more.; ; ",https://images.media-allrecipes.com/userphotos/250x250/71829.jpg,https://www.allrecipes.com/recipe/136456/vegetable-biryani/,"2 tablespoons ghee (clarified butter), or olive oil; 1 red onion, cut into 1/2-inch dice; 1/2 teaspoon cumin seed; 1 (1 inch) piece cinnamon stick; 7 peppercorns; 1 tablespoon ginger garlic paste; 1 tomato, diced; 1/2 cup water; 1/2 cup peas; 1/2 cup diced carrot; 1/2 cup diced potato; 1 cube chicken bouillon; 1 teaspoon salt; 1/4 teaspoon ground red chile pepper; 1/4 teaspoon black pepper; 1/2 teaspoon garam masala; 1/4 teaspoon ground turmeric; 4 cups water; 2 cups basmati rice, rinsed and drained; "
Japanese Potsticker Dip,Spicy,Asian,"In a small bowl or ramekin, stir together the soy sauce and rice vinegar. Drip in the chili oil to taste. Stir with chopsticks, and dip away!; ; ",https://images.media-allrecipes.com/userphotos/250x250/281968.jpg,https://www.allrecipes.com/recipe/77437/japanese-potsticker-dip/,"1 tablespoon soy sauce; 1 tablespoon rice vinegar; 1/4 teaspoon chili oil, or to taste; "
Thai Ginger Soup,Chicken Soup,Asian,"Pour the coconut milk and water into a saucepan, and bring to a boil. Add the chicken strips, and reduce heat to medium. Simmer for about 3 minutes, just until the chicken is cooked through. Stir in the ginger, fish sauce and lime juice. Sprinkle in the green onions and cilantro, and serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/32796.jpg,https://www.allrecipes.com/recipe/76164/thai-ginger-soup/,"3 cups coconut milk; 2 cups water; 1/2 pound skinless, boneless chicken breast halves - cut into thin strips; 3 tablespoons minced fresh ginger root; 2 tablespoons fish sauce, or to taste; 1/4 cup fresh lime juice; 2 tablespoons sliced green onions; 1 tablespoon chopped fresh cilantro; "
Corned Beef Hash (Abalos style),Potatoes,Asian,"Heat oil in a large skillet over medium-high heat. Add onion and garlic, and cook until fragrant. Stir in the tomatoes and potatoes, and cook for 7 to 10 minutes until potatoes are softened.  Add the corned beef, and flake into pieces. Cook for another 10 minutes, stirring frequently. Season with salt and pepper, and serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/3871030.jpg,https://www.allrecipes.com/recipe/70713/corned-beef-hash-abalos-style/,"1 tablespoon vegetable oil; 4 cloves garlic, chopped; 1 onion, diced; 1 tomato, chopped; 1 large potato, diced; 1 (12 ounce) can corned beef; salt and pepper to taste; "
Okonomiyaki,Zucchini Appetizers,Asian,"In a large bowl, mix chicken, cabbage, carrots, green onions, green beans, green bell pepper and zucchini. In a separate bowl, beat together eggs, flour, chicken stock and soy sauce. Pour batter over chicken mixture and toss to thoroughly coat.; Mix vegetable oil and sesame oil in a skillet over medium heat. Scoop about 1/4 cup batter into skillet, enough to make a 2 1/2 inch circle. Cover and cook 4 minutes, or until bottom is golden brown. Flip and continue cooking 4 minutes, or until cooked through. Drain on paper towels.; ; ",https://images.media-allrecipes.com/userphotos/560x315/1928534.jpg,https://www.allrecipes.com/recipe/99795/okonomiyaki/,"1 cup chopped cooked chicken; 1 1/2 cups thinly sliced napa cabbage; 1/4 cup shredded carrots; 3 green onions, chopped; 12 fresh green beans, cut into 1/2 inch pieces; 1 small green bell pepper, cut into thin strips; 1 small zucchini, cut into thin strips; 3 eggs, lightly beaten; 3/4 cup all-purpose flour; 3/4 cup chicken stock; 2 teaspoons soy sauce; 1 teaspoon vegetable oil; 1/4 teaspoon toasted sesame oil; "
Indian Vegetable Bhaji,Vegetables,Asian,"Place the potatoes, cauliflower florets, carrot, and peas into a microwave-safe bowl, cover with plastic wrap, and microwave on High until the vegetables are very hot and starting to soften, about 2 minutes. Remove the plastic wrap, and drain the vegetables in a colander.; Place the vegetable oil in a large skillet, and heat over medium heat. Cook and stir the onion until it turns golden, about 10 minutes, and stir in the cumin seed, black mustard seed, and bay leaves. Cook and stir until the seeds begin to sputter, about 30 seconds, and then add the green chiles, garlic, and ginger. Cook and stir until the garlic begins to brown, about 1 minute.; Stir in the ground cumin, curry powder, and chili powder, and then add the partially cooked potatoes, cauliflower, carrot, and peas. Cook and stir until the vegetables are tender and coated with spices, about 30 minutes. Sprinkle with cilantro leaves.; ; ",https://images.media-allrecipes.com/userphotos/250x250/851956.jpg,https://www.allrecipes.com/recipe/93896/indian-vegetable-bhaji/,"4 large potatoes, finely chopped; 1 cup cauliflower florets; 1 carrot, finely chopped; 1/2 cup fresh green peas; 2 tablespoons vegetable oil; 1 large onion, chopped; 1 teaspoon cumin seed; 1 teaspoon black mustard seed; 2 whole bay leaves; 4 green chile peppers, chopped; 3 cloves garlic, chopped; 2 teaspoons minced fresh ginger root; 1 teaspoon ground cumin; 1 teaspoon curry powder; 1/2 teaspoon chili powder (optional); cilantro leaves for garnish (optional); "
Roasted Grapes and Carrots,Roasted Vegetables,Asian,"Preheat oven to 375  degrees F (190 degrees C).  Line a baking sheet with aluminum foil.; Toss together the grapes, carrots, and red onion in olive oil to coat.  Sprinkle with cumin and toss to evenly distribute.  Spread mixture on baking sheet.; Roast in preheated oven until carrots have begun to soften, about 15 to 20 minutes.; ; ",https://images.media-allrecipes.com/userphotos/250x250/663155.jpg,https://www.allrecipes.com/recipe/105540/roasted-grapes-and-carrots/,"2 pounds red seedless grapes; 1 (16 ounce) package peeled, baby carrots; 1 medium red onion, cut into wedges; 2 tablespoons olive oil; 1 teaspoon ground cumin; "
Chinese-Style Cheeseburgers,Asian,Asian,"In a large bowl, combine the ground beef, water chestnuts, cheese, onion, chile sauce, mustard and soy sauce. Mix together well and form into 6 patties.; Using a griddle or skillet, cook the patties over medium heat for about 5 minutes per side, or to desired doneness.; ; ",https://images.media-allrecipes.com/userphotos/560x315/3573676.jpg,https://www.allrecipes.com/recipe/18078/chinese-style-cheeseburgers/,"1 pound ground beef; 3/4 cup chopped water chestnuts; 3/4 cup cubed Cheddar cheese; 1 onion, finely chopped; 2 teaspoons chile sauce; 2 teaspoons prepared mustard; 3 teaspoons soy sauce; "
Chicken Adobo I,Filipino,Asian,"In a large pot, combine the water, vinegar, soy sauce, peppercorns, garlic and salt. Mix together, add chicken pieces and simmer over low heat (uncovered) until chicken is cooked through and tender (25 to 35 minutes).; Remove chicken from pot and brown in oil in a large skillet over medium high heat.; Return chicken, with oil/juices, back to pot with reserved sauce. Cover and simmer over medium heat until sauce reaches desired consistency.; ; ",https://images.media-allrecipes.com/userphotos/560x315/396607.jpg,https://www.allrecipes.com/recipe/20779/chicken-adobo-i/,"1 1/2 cups water; 1 cup distilled white vinegar; 4 tablespoons soy sauce; 1 teaspoon whole peppercorns; 4 cloves garlic, crushed; 2 tablespoons salt, or to taste; 1 (2 to 3 pound) whole chicken, cut into pieces; 2 tablespoons vegetable oil; "
Pot Sticker Dumplings,Dumplings,Asian,"Sift flour and salt into a large bowl. Make a well in the center and fill with vegetable oil and approximately 4 tablespoons boiling water. With a wooden spoon, stir until smooth, adding more boiling water as necessary. Knead about 5 minutes, until elastic. Cover and allow to sit 30 minutes.; Divide dough into 12 equal pieces. Roll each piece into a 6 inch circle.; In a medium saucepan over medium high heat, cook ground chicken breast until evenly brown.; Drain chicken and place in a medium bowl with water chestnuts, green onions, Chinese five-spice powder, reduced-sodium soy sauce, white sugar and sesame oil. Thoroughly mix.; Heat oil in a large skillet. Place approximately 1 tablespoon chicken mixture in the center of each dough circle. Fold over mixture and press edges together to seal. In small batches, cook in the hot oil until bottoms are golden brown. Place approximately 1/3 cup water in the pan. Cover and continue cooking approximately 5 minutes, until surfaces of the dumplings are well steamed. Serve immediately.; ; ",https://images.media-allrecipes.com/userphotos/560x315/4452014.jpg,https://www.allrecipes.com/recipe/25549/pot-sticker-dumplings/,"1 1/2 cups all-purpose flour; 1/2 teaspoon salt; 3 tablespoons vegetable oil; boiling water; 4 ounces ground chicken; 4 water chestnuts, drained and finely chopped; 3 green onions, finely chopped; 1/2 teaspoon Chinese five-spice powder; 1 tablespoon reduced-sodium soy sauce; 1 teaspoon white sugar; 1 teaspoon sesame oil; 1/2 cup oil for frying; "
Easy Korean Ground Beef Bowl,Asian,Asian,"Heat a large skillet over medium-high heat. Add beef and cook, stirring and crumbling into small pieces until browned, 5 to 7 minutes. Drain excess grease.; Add garlic, ginger, and sesame oil, stirring until fragrant, about 2 minutes. Stir in soy sauce, brown sugar, and red pepper. Cook until some of the sauce absorbs into the beef, about 7 minutes. Add 1/2 of the chopped green onions.; Serve beef over hot cooked rice; garnished with sesame seeds and remaining green onions.; ; ",https://images.media-allrecipes.com/userphotos/560x315/5759837.jpg,https://www.allrecipes.com/recipe/268091/easy-korean-ground-beef-bowl/,"1 pound lean ground beef; 5 cloves garlic, crushed; 1 tablespoon freshly grated ginger; 2 teaspoons toasted sesame oil; 1/2 cup reduced-sodium soy sauce; 1/3 cup light brown sugar; 1/4 teaspoon crushed red pepper; 6 green onions, chopped, divided; 4 cups hot cooked brown rice; 1 tablespoon toasted sesame seeds; "
Pad Thai Quinoa Bowl,Asian,Asian,"Bring chicken broth and quinoa to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until quinoa is tender, 15 to 20 minutes. Set aside.; Heat 1 1/2 teaspoons coconut oil in a wok or large skillet over medium-high heat. Add chicken; stir until cooked through; about 5 minutes. Remove chicken from wok. Heat remaining 1 1/2 teaspoons coconut oil. Add cabbage, edamame, broccoli, carrot, and green onions and saute until vegetables soften slightly, 2 to 3 minutes.; Whisk eggs with sesame oil in a small bowl. Push vegetables to the sides of the wok to make a well in the center; pour eggs in and stir to scramble, about 3 minutes.; Combine peanut butter, soy sauce, rice vinegar, chili garlic sauce, ginger, garlic, and sesame oil together in a small bowl. Pour Thai peanut sauce over vegetable and egg mixture in the wok.; Return chicken to the wok and add quinoa; mix well to combine. Stir in chopped peanuts and cilantro and serve.; ; ",https://images.media-allrecipes.com/userphotos/560x315/3162185.jpg,https://www.allrecipes.com/recipe/245372/pad-thai-quinoa-bowl/,"4 cups low-sodium chicken broth; 2 cups quinoa, rinsed and drained; 1 tablespoon coconut oil, divided; 1 large boneless, skinless chicken breast, cut into thin strips; 3/4 cup shredded cabbage; 1/2 cup edamame; 1/4 cup diced broccoli stems; 2 carrots, cut into matchsticks; 2 green onions, chopped; 3 eggs; 1 teaspoon sesame oil; Thai peanut sauce:; 1/4 cup natural peanut butter; 1/4 cup reduced-sodium soy sauce; 3 tablespoons rice vinegar; 2 tablespoons chili garlic sauce; 2 tablespoons chopped fresh ginger; 3 cloves garlic, minced; 1 teaspoon sesame oil; 1/2 cup salted peanuts, chopped; 3 tablespoons chopped fresh cilantro; "
Spicy Chicken Thai Noodle Soup,Noodle Soup,Asian,"In a slow cooker on low heat, combine chicken broth, wine, water, onion, green onion, garlic, carrots, celery, salt, black pepper, curry, sage, poultry seasoning, oregano and cayenne.; In a skillet over medium heat, cook chicken in oil until brown.  Stir into slow cooker.; Cook soup 8 hours on low or 5 hours on high.; About halfway through the cooking time, stir in the red pepper.  15 minutes prior to serving, stir in the noodles.; ; ",https://images.media-allrecipes.com/userphotos/250x250/317614.jpg,https://www.allrecipes.com/recipe/23875/spicy-chicken-thai-noodle-soup/,"5 cups chicken broth; 1 cup white wine; 1 cup water; 1 onion, chopped; 3 green onions, chopped; 3 cloves garlic, chopped; 4 large carrots, cut into 1 inch pieces; 4 large stalks celery, cut into 1 inch pieces; 1/2 teaspoon salt; 1 teaspoon ground black pepper; 1 tablespoon curry powder; 1/2 tablespoon dried sage; 1/2 tablespoon poultry seasoning; 1/2 tablespoon dried oregano; 1 teaspoon ground cayenne pepper; 2 tablespoons vegetable oil; 3 skinless, boneless chicken breast halves - cut into 1 inch cubes; 1 fresh red chile pepper, seeded and chopped; 1/2 (12 ounce) package dried rice noodles; "
